id,text,annotator,annotation_id,created_at,updated_at,lead_time,Pasien,Usia pasien,Penyakit,Gejala,Kapan,Periode,Tindakan,Outcome,Pertanyaan,Pembuka,Penyebab,Prakondisi,Objek,Penutup,Referensi,Artikel,Pengukuran,Predikat
43-1-317,"Tidak hanya gangguan spektrum autistik, mungkin juga beragam keluhan Anda tersebut terjadi karena attention deficit hyperactivity disorder (ADHD), conduct disorder (CD), fobia sosial, gangguan kecemasan, gangguan kepribadian, gangguan skizoafektif, dan banyak lagi kemungkinan lainnya.",1,43,2022-11-11T08:53:34.796168Z,2022-11-11T08:53:34.796191Z,315.958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43-1-603,"Meski begitu, bisa jadi juga sesungguhnya apa yang Anda alami murni terjadi karena variasi sikap dan perilaku yang wajar, yang dibentuk oleh faktor genetik, kondisi psikis, pola pengasuhan, kondisi lingkungan, dan gaya hidup Anda sehari-hari.",1,43,2022-11-11T08:53:34.796168Z,2022-11-11T08:53:34.796191Z,315.958,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34-1-0,"Alo, terimakasih atas pertanyaannya.",1,34,2022-11-11T08:48:17.108421Z,2022-11-11T08:48:17.108444Z,5.995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33-1-0,"halo dok, nama saya angel umur 14 tahun.",1,33,2022-11-11T08:48:09.471259Z,2022-11-11T08:48:09.471292Z,499.643,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33-1-41,saya merasa kalau saya mempunyai gejala adhd/autisme.,1,33,2022-11-11T08:48:09.471259Z,2022-11-11T08:48:09.471292Z,499.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33-1-95,"saya sudah membaca banyak artikel dan semacamnya selama berbulan2, tetapi orang tua saya berkata kalau saya normalbeberapa hal yg saya rasa termasuk gejala autisme/adhd :-saya sering diam saat berkumpul dengan teman2-saya sering dibilang ""aneh"" dan disuruh untuk bersikap normal-saya susah bersosialisasi, dan saat ini saya hanya mempunyai 6 teman dekat disekolah-saya sering dibilang kalau omongan saya terdengar kasar, padahal saya biasa2 saja-saya susah fokus, dan saya sering kesulitan belajar hal baru-saya sering membuat gerakan tanpa sadar-saya sering dibilang kalau saya bersikap seperti anak kecil-saya sulit merangkai kata, dan juga kesulitan mengucapkan kataapakah hal2 diatas termasuk gelaja autistik?",1,33,2022-11-11T08:48:09.471259Z,2022-11-11T08:48:09.471292Z,499.643,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
33-1-809,terimakasih dok,1,33,2022-11-11T08:48:09.471259Z,2022-11-11T08:48:09.471292Z,499.643,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21-1-0,semoga dapat membantu,1,21,2022-11-11T08:39:48.358978Z,2022-11-11T08:39:48.359003Z,6.438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19-1-0,"namun tetap keluhan yang anda alami bisa jadi diakibatkan hal lain seperti gangguan kecemasan, depresi, sindrom tourette.",1,19,2022-11-11T08:39:15.639261Z,2022-11-11T08:39:15.639284Z,306.198,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19-1-122,aran saya anda bisa melakukan konsultasi ke dokter pskiater untuk mendapatkan pemeriksaan lebih lanjut untuk memastikan penyebab yang anda alami dengan begitu dokter bisa memberikan terapi yang tepat sesuai penyebab yang mendasari sehingga aktivitas anda bisa produktif kembali baik dalam pekerjaan.,1,19,2022-11-11T08:39:15.639261Z,2022-11-11T08:39:15.639284Z,306.198,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
13-1-0,keluhan yang anda alami memang tidak bisa dianggap sepele karena sudah pasti akan menganggu aktivitas dan produktifitas hidup anda.,1,13,2022-11-11T08:34:07.512602Z,2022-11-11T08:34:07.512625Z,104.148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13-1-132,"dimana kesulitan dalam mentukan priotitas dan memusatkan perhatian, serta sulit memiliki teman atau pasangan, dan suka melakukan kebiasaan menggerakan tubuh memang bisa menjadi suatu gangguan dari penyakit ADHD (attentian deficit hyperactivity disorder) yaitu merupakan gangguan mental yang disebabkan karena faktor keturunan, kelainan pada struktur atau fungsi otak dan lainnya umumnya terjadi pada anak-anak namun bisa terjadi pada orang dewasa.",1,13,2022-11-11T08:34:07.512602Z,2022-11-11T08:34:07.512625Z,104.148,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12-1-0,Halo dok ini pertama Kali saya bertanya.,1,12,2022-11-11T08:32:21.943011Z,2022-11-11T08:32:21.943037Z,92.371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12-1-41,"Saya kadang ga pernah Tau harus ngapain pdhl banyak tugas, kadang lupa, kdang tangan & kaki gabisa diem, trus tiba tiba melamun mikirin yg lain tapi dlm diri saya Tau harus berhenti, tapi juga susah ngelawanny.",1,12,2022-11-11T08:32:21.943011Z,2022-11-11T08:32:21.943037Z,92.371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-1-252,Saya pikir ini gejala ADHD tapi ragu juga.,1,12,2022-11-11T08:32:21.943011Z,2022-11-11T08:32:21.943037Z,92.371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-1-295,"Bingung banget kalo mikirin ini, jadi sebaiknya saya ke psikiater atau gimana?",1,12,2022-11-11T08:32:21.943011Z,2022-11-11T08:32:21.943037Z,92.371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11-1-0,demikian info yang bisa saya berikan,1,11,2022-11-11T08:30:48.320199Z,2022-11-11T08:30:48.320245Z,8.342,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10-1-0,"serta untuk makan yang anda sebutkan lainnya tidak dilarang untuk anda konsumsi namun untuk dibatasi saja , jadi sah dan boleh saja untuk anda konsumsi namun dengan batasan tidak berlebihan sesekali boleh untuk anda konsumsi ya.",1,10,2022-11-11T08:30:38.215990Z,2022-11-11T08:30:38.216013Z,92.908,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
10-1-229,namun jika anda mersa masih ragu tidak ada salahnya anda tanyakan ke dokter yang merawat lebih pastinya.,1,10,2022-11-11T08:30:38.215990Z,2022-11-11T08:30:38.216013Z,92.908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8-1-0,"orang awam tidak bisa menegakan diagnosa ADHD tanpa melakukan pemeriksaan oleh dokter, jika sudah didiagnosa oleh dokter maka dokter akan memberikan penanganan dengan obat-obatan dan psikoterapi.",1,8,2022-11-11T08:27:24.281591Z,2022-11-11T08:27:24.281615Z,221.908,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
8-1-196,"untuk makanan yang anda sebutkan diatas sebenarnya tidak dilarang seperti susu, susu baik dikonsumsi dan disarankan karena mengandung kalsium yang bermanfaat merangsang pembentukan hormon dan menjaga kesehatan sistem saraf yang sebaiknya untuk anda konsumsi susu yang tinggi kalsium bukan susu kental manis ya.",1,8,2022-11-11T08:27:24.281591Z,2022-11-11T08:27:24.281615Z,221.908,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
5-1-0,"ADHD (attention dificit hyperactivity disorder) merupakan salah satu gangguan pada perkembangan anak yang ditandai dengan gejala sulit fokus, perhatian yang mudah terahlikan serta ingin selalu bergerak aktif.",1,5,2022-11-11T08:23:40.223511Z,2022-11-11T08:23:40.223566Z,251.647,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-1-209,"penyebab dari ADHD belum dapat diketahui secara pasti, namun sejumlah penelitihan menunjukan bahwa ada beberapa faktor yang bisa meningkatkan resiko terkena ADHD yaitu meliputi faktor genetik dan lingkungan serta juga berkaitan dengan gangguan pola aliran listrik otak.",1,5,2022-11-11T08:23:40.223511Z,2022-11-11T08:23:40.223566Z,251.647,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5-1-479,namun memang ada pula yang menganggap gangguan perlikau hiperaktif ini disebabkan karena sugar rash atau konsumsi gula berlebihan namun tetap hal ini belum terbukti benar.,1,5,2022-11-11T08:23:40.223511Z,2022-11-11T08:23:40.223566Z,251.647,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4-1-0,"Alo, selamat siang raya",1,4,2022-11-11T08:19:26.701174Z,2022-11-11T08:19:26.701199Z,36.597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3-1-0,"Alo, selamat siang",1,3,2022-11-11T08:18:32.839646Z,2022-11-11T08:18:32.839672Z,13.647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2-1-0,"Maaf sebelumnya saya mau bertanya, saya ini pengidap ADHD dan menjalankan terapi dengan obat stimulan yg diresepkan oleh dokter psikater, namun selama ini yang saya tahu tentang ADHD ada pantangan mengkonsumsi makanan yang mengandung gluten,gula,pengawet,susu sapi,dsb agar tidak kuma.. Pertanyaan saya apakah saya yg menjalankan terapi ini yg dalam pengaruh obat diperbolehkan untuk konsumsi makanan2 tersebut meski dibatasi?",1,2,2022-11-11T07:55:30.619695Z,2022-11-11T08:16:34.285293Z,1359.224,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2-1-427,Terimakasih sebelumnya.,1,2,2022-11-11T07:55:30.619695Z,2022-11-11T08:16:34.285293Z,1359.224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141-3-0,"hallo dok, akhir akhir ini saya merasa sangat aneh dengan mood saya, kadang saya merasa sangat sedih menangis lalu seketika saya sangat merasa sangat bahagia, saya tidak tau apa yang menyebabkan saya menangis dan saya bahagia.",3,141,2022-11-11T10:53:04.097516Z,2022-11-16T08:35:26.299785Z,37.709,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
141-3-227,"perubahan mood saya dari sedih ke senang saat saya mengingat sesuatu yang sepele, contohnya ketika saya sangat sedih saya mengingat ada file yang baru saya download, kemudian saya sangat senang tiba tiba",3,141,2022-11-11T10:53:04.097516Z,2022-11-16T08:35:26.299785Z,37.709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132-3-0,Faktor keturunan atau genetik,3,132,2022-11-11T10:49:49.679288Z,2022-11-16T08:32:02.967584Z,9.674,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
820-3-0,dr.Theresia,3,820,2022-11-16T03:13:23.285713Z,2022-11-16T03:13:23.285752Z,0.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819-3-0,"Sambil menunggu konsultasi dengan dokter, Anda bisa mencoba untuk memperbaiki komunikasi dengan suami Anda karena dengan komunikasi yang baik dapat terbangun kepercayaan di antara Anda berdua.",3,819,2022-11-16T03:13:21.531482Z,2022-11-16T03:13:21.531505Z,0.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818-3-0,dr. Budiono,3,818,2022-11-16T03:13:19.666391Z,2022-11-16T03:13:19.666414Z,0.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817-3-0,Beberapa cara untuk mengontrolnya yaitu :,3,817,2022-11-16T03:13:17.696721Z,2022-11-16T03:13:17.696745Z,1.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601-3-0,Semoga membantu.,3,601,2022-11-14T16:49:38.735663Z,2022-11-14T16:49:38.735708Z,28.385,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
600-3-0,"Membaca keluhan yang dialami oleh anak murid anda, dapat saja hal tersebut disebabkan karena gangguan dileksia yang dimilikinya tetapi dapat pula disebabkan oleh gangguan lain seperti ADHD, gangguan kemampuan belajar, gangguan komunikasi, atau autisme sehingga sebaiknya anda pastikan lebih lanjut dengan orang tua-nya mengenai gangguan tertentu yang murid anda alami dan apakah ada anjuran tertentu dari dokter untuk membantunya dalam belajar.",3,600,2022-11-14T16:49:08.591560Z,2022-11-14T16:49:08.591594Z,44.632,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
599-3-0,Anak-anak dengan gangguan ini pada dasarnya memiliki kemampuan intelegensi yang baik dan mampu berprestasi apabila gangguan disleksia yang dideritaya diterapi dengan baik dan mendapatkan dukungan dari berbagai pihak untuk membantunya belajar.,3,599,2022-11-14T16:48:22.646774Z,2022-11-14T16:48:22.646797Z,199.021,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
598-3-0,Menghindari aktivitas yang berhubungan dengan membaca,3,598,2022-11-14T16:45:02.070125Z,2022-11-14T16:45:02.070180Z,2.987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597-3-0,Kesulitan mengeja,3,597,2022-11-14T16:44:57.498233Z,2022-11-14T16:44:57.498279Z,2.424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596-3-0,Keterbatasan dalam mengulang kalimat yang tidak familiar,3,596,2022-11-14T16:44:53.698945Z,2022-11-14T16:44:53.698967Z,3.802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595-3-0,Kesulitan dalam membedakan kata-kata yang mirip secara tulisan dan pengucapan,3,595,2022-11-14T16:44:47.835320Z,2022-11-14T16:44:47.835364Z,10.597,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594-3-0,Kesulitan dalam mengingat kalimat tertentu,3,594,2022-11-14T16:44:35.476119Z,2022-11-14T16:44:35.476156Z,2.818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593-3-0,Kesulitan dalam menyusun kata-kata untuk menjawab suatu pertanyaan,3,593,2022-11-14T16:44:31.191106Z,2022-11-14T16:44:31.191128Z,9.275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592-3-0,Kesulitan dalam memahami apa yang didengarnya,3,592,2022-11-14T16:43:05.332653Z,2022-11-14T16:43:05.332710Z,165.513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591-3-0,Kemampuan membacanya dibawah kemampuan anak-anak seusianya,3,591,2022-11-14T16:40:18.452319Z,2022-11-14T16:40:18.452400Z,10.097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590-3-0,Gejala yang umum timbul pada saat anak pada masa sekolah adalah :,3,590,2022-11-14T16:40:06.748058Z,2022-11-14T16:40:06.748098Z,64.727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589-3-0,Disleksia adalah salah satu macam gangguan belajar berupa gangguan dalam kemampuan membaca dikarenakan adanya gangguan pada bagian otak yang berfungsi untuk mempelajari suatu bahasa.,3,589,2022-11-14T16:39:00.128694Z,2022-11-14T16:39:00.128728Z,229.792,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
588-3-0,"Selamat pagi Najmi, terima kasih ya sudah bertanya di Alodokter.",3,588,2022-11-14T16:35:08.879258Z,2022-11-14T16:35:08.879314Z,8.729,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
587-3-0,"terimakasih dok,",3,587,2022-11-14T16:34:58.086003Z,2022-11-14T16:34:58.086025Z,3.323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
586-3-0,"selamat pagi dok, saya mau tanya apakah kesulitan untuk fokus pada anak-anak merupakan salah satu gejala diseleksia..?",3,586,2022-11-14T16:34:53.162378Z,2022-11-14T16:34:53.162398Z,167.877,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
586-3-119,"jadi begini saya memiliki siswa usianya kira-kira 5 tahun, orang tua siswa pernah memberikan informasi terhadap salah satu guru bahwa dia maksudnya si anak mengalami hambatan belajar diseleksia.",3,586,2022-11-14T16:34:53.162378Z,2022-11-14T16:34:53.162398Z,167.877,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586-3-314,"saya amati anak tersebut mempunyai rentang fokus yang rendah, perhatiannya mudah teralihkan.",3,586,2022-11-14T16:34:53.162378Z,2022-11-14T16:34:53.162398Z,167.877,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586-3-407,"contohnya ketika dia sedang membaca iqro dia kesulitan untuk fokus terhadap apa yg sedang ia baca, sering dia mengucapkan huruf yang ada di iqro tp pandangannya ke arah lain.",3,586,2022-11-14T16:34:53.162378Z,2022-11-14T16:34:53.162398Z,167.877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586-3-582,dan ketika ada temannya yang mendekat dia tidak melanjutkan membaca iqro tersebut dia malah mengajak temennya ngobrol.,3,586,2022-11-14T16:34:53.162378Z,2022-11-14T16:34:53.162398Z,167.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586-3-701,pada saat kegiatan didalam kelas dia lebih suka jalan-jalan di area kelas disaat teman-temannya duduk mendengarkan guru menjelaskan cara2 yang akan mereka lakukan untuk kegiatan nanti.,3,586,2022-11-14T16:34:53.162378Z,2022-11-14T16:34:53.162398Z,167.877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585-3-0,Cara menangani disleksia pada anak usia 5 tahun,3,585,2022-11-14T16:32:03.110170Z,2022-11-14T16:32:03.110212Z,9.447,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584-3-0,Semoga informasi ini cukup berguna.,3,584,2022-11-14T16:31:51.934113Z,2022-11-14T16:31:51.934133Z,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
584-3-36,Salam.,3,584,2022-11-14T16:31:51.934113Z,2022-11-14T16:31:51.934133Z,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
583-3-0,Anak anda mungkin saja hanya mengalami ketidak tertarikan atau kejenuhan pada topik yang dianggapnya tidak menarik.,3,583,2022-11-14T16:31:39.211530Z,2022-11-14T16:31:39.211623Z,191.015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583-3-116,"Namun, bila anda memiliki keraguan, tidak ada salahnya untuk berkonsultasi dengan psikiater atau psikolog anak.",3,583,2022-11-14T16:31:39.211530Z,2022-11-14T16:31:39.211623Z,191.015,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
583-3-228,"Setelah tegak diagnosisnya, maka dokter akan menjelaskan metode apa yang dapat anda lakukan untuk membantu mengontrol atensi anak anda.",3,583,2022-11-14T16:31:39.211530Z,2022-11-14T16:31:39.211623Z,191.015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
582-3-0,Mengerjakan sesuatu dengan tidak runut dan tidak sistematis.,3,582,2022-11-14T16:28:25.964415Z,2022-11-14T16:28:25.964504Z,6.378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581-3-0,"Memotong pembicaraan, terlalu banyak bicara atau tertawa.",3,581,2022-11-14T16:28:18.101242Z,2022-11-14T16:28:18.101289Z,67.537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580-3-0,Menggerakkan anggota tubuh berulang kali.,3,580,2022-11-14T16:27:01.838199Z,2022-11-14T16:27:01.838226Z,22.016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579-3-0,"Selalu bergerak, berlari, berjalan, melompat, memanjat, pada tempat dan waktu yang tidak seharusnya.",3,579,2022-11-14T16:26:37.131369Z,2022-11-14T16:26:37.131407Z,18.481,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578-3-0,Perilaku hiperaktif dan impulsif dapat berupa:,3,578,2022-11-14T16:26:17.112045Z,2022-11-14T16:26:17.112082Z,4.691,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577-3-0,Tidak menyukai kegiatan yang membutuhkan perhatian jangka lama.,3,577,2022-11-14T16:26:11.081176Z,2022-11-14T16:26:11.081198Z,3.522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576-3-0,Tidak dapat mengikuti instruksi dengan baik.,3,576,2022-11-14T16:26:05.541481Z,2022-11-14T16:26:05.541503Z,3.628,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575-3-0,Ceroboh dan sering kehilangan barang.,3,575,2022-11-14T16:26:00.093549Z,2022-11-14T16:26:00.093609Z,4.543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574-3-0,Tidak mendengarkan saat orang lain berbicara.,3,574,2022-11-14T16:25:53.546815Z,2022-11-14T16:25:53.546839Z,25.509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573-3-0,"Sulit konsentrasi, tidak fokus.",3,573,2022-11-14T16:25:26.276322Z,2022-11-14T16:25:26.276367Z,15.419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572-3-0,"Gejala sulit memusatkan perhatian, dapat tampak sebagai:",3,572,2022-11-14T16:25:07.743138Z,2022-11-14T16:25:07.743190Z,29.484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571-3-0,"ADHD merupakan kondisi psikologis yang ditandai dengan adanya perilaku hiperaktif dan impulsif, serta kesulitan memusatkan perhatiaj.",3,571,2022-11-14T16:24:35.184458Z,2022-11-14T16:24:35.184513Z,90.684,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571-3-134,Gejalanya mulai tampak saat anak balita.,3,571,2022-11-14T16:24:35.184458Z,2022-11-14T16:24:35.184513Z,90.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571-3-175,Gejala akan perlahan semakin signifikan saat anak mulai bersekolah.,3,571,2022-11-14T16:24:35.184458Z,2022-11-14T16:24:35.184513Z,90.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571-3-243,Menentukan diagnosis ADHD tidaklah mudah.,3,571,2022-11-14T16:24:35.184458Z,2022-11-14T16:24:35.184513Z,90.684,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
571-3-285,"Butuh beberapa kali sesi wawancara, konseling, dan psikotes, sebelum psikiater atau psikolog dapat menentukan diagnosis.",3,571,2022-11-14T16:24:35.184458Z,2022-11-14T16:24:35.184513Z,90.684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
570-3-0,"Alo Arie02, terima kasih sudah bertanya.",3,570,2022-11-14T16:23:01.305063Z,2022-11-14T16:23:01.305116Z,8.239,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
569-3-0,"selamat siang dok, anak saya usia 4 th sdh masuk TK, tapi sudah 5 bulan pembelajaran, masih susah utk duduk manis mengikuti pembelajaran di sekolah.",3,569,2022-11-14T16:22:51.469380Z,2022-11-14T16:22:51.469474Z,80.16,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
569-3-149,"ketika belajar klasikal yang kurang menarik menurutnya, dia cenderung tidak memperhatikan dan pergi dari tempat duduknya.",3,569,2022-11-14T16:22:51.469380Z,2022-11-14T16:22:51.469474Z,80.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569-3-271,"tapi ketika belajar hanya berdua dengan gurunya, dia bisa mengikuti pembelajaran dengan baik.",3,569,2022-11-14T16:22:51.469380Z,2022-11-14T16:22:51.469474Z,80.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569-3-365,apakah anak saya termasuk ADHD dok?,3,569,2022-11-14T16:22:51.469380Z,2022-11-14T16:22:51.469474Z,80.16,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
569-3-401,bagaimana penanganan yang tepat utk anak ADHD dok?,3,569,2022-11-14T16:22:51.469380Z,2022-11-14T16:22:51.469474Z,80.16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
569-3-452,terimakasih.,3,569,2022-11-14T16:22:51.469380Z,2022-11-14T16:22:51.469474Z,80.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
568-3-0,Ciri-ciri anak dengan masalah ADHD,3,568,2022-11-14T16:21:29.748325Z,2022-11-14T16:21:29.748347Z,17.833,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567-3-0,Demikian semoga bermanfaat.,3,567,2022-11-14T16:21:10.651858Z,2022-11-14T16:21:10.651893Z,2.577,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
566-3-0,Berkaitan dengan anak suka melakukan tindakan kasar.,3,566,2022-11-14T16:20:47.946924Z,2022-11-14T16:20:47.946978Z,217.284,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566-3-53,"Coba ibu perhatikan, apakah ada yang ditiru anak, seperti ibu memukulnya jika iya melakukan hal yang tidak ibu suka atau ada anak tetangga dekat rumah yang sering bersikap seperti demikian.",3,566,2022-11-14T16:20:47.946924Z,2022-11-14T16:20:47.946978Z,217.284,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
566-3-243,"Jika iya, itulah penyebabnya.",3,566,2022-11-14T16:20:47.946924Z,2022-11-14T16:20:47.946978Z,217.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566-3-273,Maka solusinya adalah dengan memberikan stimulasi atau contoh yang baik pada anak.,3,566,2022-11-14T16:20:47.946924Z,2022-11-14T16:20:47.946978Z,217.284,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
566-3-356,"Apabila anak bersikap kasar, ibu jangan marah atau memukulnya, tetapi peluk anak sambil memberikan pengertian dan contoh sikap yang baik, seperti mengelus atau mencium adeknya.",3,566,2022-11-14T16:20:47.946924Z,2022-11-14T16:20:47.946978Z,217.284,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
566-3-533,"Jika ibu sudah berusaha bersikap baik namun anak masih demikian, ibu dapat berkonsultasi dengan psikolog.",3,566,2022-11-14T16:20:47.946924Z,2022-11-14T16:20:47.946978Z,217.284,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
566-3-639,Psikolog akan melakukan pemeriksaan dan menilai apakah ada tanda-tanda ADHD pada anak.,3,566,2022-11-14T16:20:47.946924Z,2022-11-14T16:20:47.946978Z,217.284,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
565-3-0,"Sementara itu, ibu harus berhenti memberikan anak TV dan gadget.",3,565,2022-11-14T16:17:08.058665Z,2022-11-14T16:17:08.058695Z,265.834,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
565-3-65,"Kemudian gunakan cukup satu bahasa di rumah dengan suami, anak-anak dan anggota keluarga lainnya yang serumah.",3,565,2022-11-14T16:17:08.058665Z,2022-11-14T16:17:08.058695Z,265.834,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
565-3-176,Ibu diharapkan dapat lebih aktif berkomunikasi dengan anak.,3,565,2022-11-14T16:17:08.058665Z,2022-11-14T16:17:08.058695Z,265.834,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
565-3-236,Gunakan kalimat panjang dan berbicaralah dengan jelas.,3,565,2022-11-14T16:17:08.058665Z,2022-11-14T16:17:08.058695Z,265.834,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
565-3-291,"Selain dengan mengajak berbicara, bacakan juga anak buku cerita.",3,565,2022-11-14T16:17:08.058665Z,2022-11-14T16:17:08.058695Z,265.834,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
